0, 0	1.5504523555152507
0, 1	1.0972445595753413
0, 2	0.679027178481606
0, 3	0.5373639488251416
0, 4	0.9766221464324345
1, 0	2.163519615137509
1, 1	2.0030765830655897
1, 2	1.260876141726218
1, 3	1.3857872432467655
1, 4	1.4899992663009975
2, 0	1.2003073641301758
2, 1	0.6866176896489115
2, 2	0.5629602171485204
2, 3	0.3405389522630756
2, 4	1.3968782622308245
3, 0	1.6032984427685797
3, 1	1.0971273103605457
3, 2	0.5812565787425621
3, 3	0.34861873239465896
3, 4	0.911000373286244
4, 0	2.034813159863519
4, 1	1.7109037125266564
4, 2	1.0510477162324454
4, 3	0.9310175754307701
4, 4	1.1618585513967676
